Город,Страна,lat,lng,Население,Аб2,Аб3
Орландо,Соединенные Штаты,28.4772,-81.3369,1822394.0,US,USA
Фуксин,Китай,42.0127,121.6486,1819339.0,CN,CHN
Увэй,Китай,37.9278,102.6329,1815059.0,CN,CHN
Манаус,Бразилия,-3.1,-60.0167,1802014.0,BR,BRA
Бхопал,Индия,23.25,77.4167,1798218.0,IN,IND
Сан-Хосе,Соединенные Штаты,37.3019,-121.8486,1798103.0,US,USA
Варшава,Польша,52.23,21.0111,1790658.0,PL,POL
Лубумбаши,Конго (Киншаса),-11.6697,27.4581,1786397.0,CD,COD
Давао,Филиппины,7.0667,125.6,1776949.0,PH,PHL
Хайкоу,Китай,20.фев,110.32,1776141.0,CN,CHN
Дамаск,Сирия,33.5131,36.2919,1754000.0,SY,SYR
Шуянчжа,Китай,34.1299,118.7734,1770000.0,CN,CHN
Брюссель,Бельгия,50.8353,апр.14,1743000.0,BE,BEL
Лусака,Замбия,-15.4167,28.2833,1742979.0,ZM,ZMB
Город Хайдарабад,Пакистан,25.3792,68.3683,1732693.0,PK,PAK
Будапешт,Венгрия,47.4983,19.0408,1723836.0,HU,HUN
Шуочжоу,Китай,39.3408,112.4292,1714857.0,CN,CHN
Кливленд,Соединенные Штаты,41.4767,-81.6804,1710093.0,US,USA
Бэнси,Китай,41.292,123.761,1709538.0,CN,CHN
Байин,Китай,36.5448,104.1766,1708751.0,CN,CHN
Питтсбург,Соединенные Штаты,40.4396,-79.9762,1703266.0,US,USA
Патна,Индия,25.61,85.1414,1684222.0,IN,IND
Мосул,Ирак,36.3667,43.1167,1694000.0,IQ,IRQ
Город Калукан,Филиппины,14.65,120.9667,1661584.0,PH,PHL
Остин,Соединенные Штаты,30.3004,-97.7522,1687311.0,US,USA
Санчжоу,Китай,30.82,108.4,1680000.0,CN,CHN
Бэйхай,Китай,21.4667,109.1,1680000.0,CN,CHN
Мекка,Саудовская Аравия,21.4225,39.8261,1675368.0,SA,SAU
Хэйхэ,Китай,50.2458,127.4886,1673899.0,CN,CHN
Цзиндэчжэнь,Китай,29.2942,117.2036,1673200.0,CN,CHN
Конакри,Гвинея,9.538,-13.6773,1667864.0,GN,GIN
Кампала,Уганда,0.3136,32.5811,1659600.0,UG,UGA
Цинциннати,Соединенные Штаты,39.1413,-84.5061,1662691.0,US,USA
Ресифи,Бразилия,-8.0539,-34.8808,1653461.0,BR,BRA
Юшань,Китай,31.3867,120.9766,1651200.0,CN,CHN
Чжунли,Тайвань,24.965,121.2168,1632616.0,TW,TWN
Канзас-Сити,Соединенные Штаты,39.1239,-94.5541,1636715.0,US,USA
Манхэттен,Соединенные Штаты,40.7834,-73.9662,1628706.0,US,USA
Двуручник,Индия,22.15,82.0167,1625502.0,IN,IND
Семаранг,Индонезия,-6.9667,110.4167,1621384.0,ID,IDN
Лудхихна,Индия,30.9083,75.8486,1618879.0,IN,IND
Новосибирск,Россия,55.0333,82.9167,1602915.0,RU,RUS
Ченгтангкунь,Китай,35.0833,117.15,1603659.0,CN,CHN
ДГрая,Индия,27.1724,78.0131,1592000.0,IN,IND
Карадж,Иран,35.8327,50.9915,1592492.0,IR,IRN
Вэньчжоу,Китай,27.9991,120.6561,1588700.0,CN,CHN
Индианаполис,Соединенные Штаты,39.7771,-86.1458,1588961.0,US,USA
Леин - де - лос - Альдама,Мексика,21.1167,-101.6833,1579803.0,MX,MEX
Пуэбла,Мексика,19.0333,-98.1833,1576259.0,MX,MEX
Калин,Индия,19.2502,73.1602,1576614.0,IN,IND
Мадурай,Индия,сен.97,78.1194,1561129.0,IN,IND
Мбужи-Майи,Конго (Киншаса),-6.1209,23.5967,1559073.0,CD,COD
Хеби,Китай,35.7497,114.2887,1569208.0,CN,CHN
ШД«РДЃз,Иран,29.61,52.5425,1565572.0,IR,IRN
Джамшедпур,Индия,22.авг,86.1833,1558000.0,IN,IND
Колумбус,Соединенные Штаты,39.9862,-82.985,1562009.0,US,USA
табрД«z,Иран,38.0833,46.2833,1558693.0,IR,IRN
Маракайбо,Венесуэла,окт.33,-71.6333,1551539.0,VE,VEN
Кавасаки,Япония,35.5167,139.7,1539522.0,JP,JPN
Аба,Нигерия,5.1167,июл.67,1530000.0,NG,NGA
Палембанг,Индонезия,-2.9833,104.7644,1535952.0,ID,IDN
Чжанцзяцзе,Китай,29.1255,110.4844,1537900.0,CN,CHN
Кебе,Япония,34.6913,135.183,1513193.0,JP,JPN
Шарлотка,Соединенные Штаты,35.208,-80.8304,1512923.0,US,USA
Чаншу,Китай,31.65,120.7333,1510100.0,CN,CHN
Ляньцзян,Китай,21.6146,110.2794,1509400.0,CN,CHN
Симэйкун,Китай,24.9633,118.3811,1508000.0,CN,CHN
Цзяньгуан,Китай,28.1958,115.7833,1507402.0,CN,CHN
Юйчэн,Китай,29.9888,103.0007,1507258.0,CN,CHN
belГ©m,Бразилия,-1.4558,-48.5039,1499641.0,BR,BRA
Гипюр,Китай,23.апр,110.0833,1496904.0,CN,CHN
Лейчжоу,Китай,20.9147,110.0806,1494700.0,CN,CHN
Кванджу,Южная Корея,35.1667,126.9167,1490092.0,KR,KOR
Мюнхен,Германия,48.1375,11.575,1488202.0,DE,DEU
НДЃСик,Индия,20.0,73.7833,1486053.0,IN,IND
Порту-Алегри,Бразилия,-30.0328,-51.23,1484941.0,BR,BRA
Валенсия,Венесуэла,10.1667,-68.0,1484430.0,VE,VEN
Онитша,Нигерия,6.1667,июн.33,1483000.0,NG,NGA
Абу-Даби,Объединенные Арабские Эмираты,24.4511,54.3969,1483000.0,AE,ARE
Вирджиния-Бич,Соединенные Штаты,36.7335,-76.0435,1478868.0,US,USA
Тэджон,Южная Корея,36.351,127.385,1475221.0,KR,KOR
Сапопан,Мексика,20.7167,-103.4,1476491.0,MX,MEX
Екатеринбург,Россия,56.8356,60.6128,1468833.0,RU,RUS
Хуачжоу,Китай,32.6832,112.079,1468061.0,CN,CHN
Кьетто,Япония,35.0117,135.7683,1464890.0,JP,JPN
Шуанъяшань,Китай,46.6388,131.1545,1462626.0,CN,CHN
Пичжоу,Китай,34.3422,118.0097,1458038.0,CN,CHN
Эль-Келаа-де-Срарна,Марокко,32.05,-7.4,1450021.0,MA,MAR
Янше,Китай,31.8775,120.5512,1432044.0,CN,CHN
Гуюань,Китай,36.008,106.2782,1426000.0,CN,CHN
Кхулна,Бангладеш,22.8167,89.55,1400689.0,BD,BGD
Мускат,Оман,23.6139,58.5922,1421409.0,OM,OMN
Бронкс,Соединенные Штаты,40.8501,-73.8662,1418207.0,US,USA
Гаочжоу,Китай,21.9135,110.8481,1414100.0,CN,CHN
Чичжоу,Китай,30.6583,117.4849,1402518.0,CN,CHN
далеко«DДЃbДЃd,Индия,28.4353,77.3147,1394000.0,IN,IND
Улан-Батор,Монголия,47.9214,106.9055,1396288.0,MN,MNG
Гойня,Бразилия,-16.6806,-49.2564,1393575.0,BR,BRA
Фуцин,Китай,25.7232,119.3735,1390487.0,CN,CHN
Белград,Сербия,44.8167,20.4667,1378682.0,RS,SRB
Пинду,Китай,36.7833,119.9556,1378900.0,CN,CHN
Милан,Италия,45.4669,сен.19,1366180.0,IT,ITA
АурангДЃбДЃд,Индия,19.88,75.32,1371330.0,IN,IND
Ютан,Китай,28.3147,112.554,1368117.0,CN,CHN
Милуоки,Соединенные Штаты,43.0642,-87.9673,1365787.0,US,USA
Хуаншань,Китай,29.7132,118.3151,1358980.0,CN,CHN
Окленд,Новая Зеландия,-36.85,174.7833,1346091.0,NZ,NZL
Макассар,Индонезия,-5.1331,119.4136,1338663.0,ID,IDN
Сантьяго,Доминиканская Республика,19.45,-70.7,1343423.0,DO,DOM
Прага,Чехия,50.0833,14.4167,1335084.0,CZ,CZE
Рджкот,Индия,22.2969,70.7984,1335397.0,IN,IND
Лянши,Китай,27.2578,111.7351,1335900.0,CN,CHN
Кордова,Аргентина,-31.4167,-64.1833,1329604.0,AR,ARG
Гуарульос,Бразилия,-23.4667,-46.5333,1324781.0,BR,BRA
Аль-Бахра,Ирак,30.515,47.81,1326564.0,IQ,IRQ
Сайтама,Япония,35.8617,139.6453,1320571.0,JP,JPN
Хуарес,Мексика,31.7386,-106.487,1321004.0,MX,MEX
Монтевидео,Уругвай,-34.8667,-56.1667,1319108.0,UY,URY
Синтай,Китай,35.91,117.78,1315942.0,CN,CHN
Усонг,Китай,30.9333,117.7667,1311726.0,CN,CHN
Мирут,Индия,28.99,77.7,1305429.0,IN,IND
Юшу,Китай,44.8249,126.5451,1304436.0,CN,CHN
Жунчэн,Китай,26.2312,104.0966,1302891.0,CN,CHN
Хуачжоу,Китай,21.654,110.6294,1302100.0,CN,CHN
Янцюань,Китай,37.8576,113.5762,1300000.0,CN,CHN
Аделаида,Австралия,-34.9275,138.6,1295714.0,AU,AUS
Байшань,Китай,41.9377,126.4179,1296127.0,CN,CHN
Даян,Китай,26.8808,100.2208,1296000.0,CN,CHN
Хайчэн,Китай,40.8523,122.7474,1293877.0,CN,CHN
Цзяньинь,Китай,31.9087,120.2653,1285785.0,CN,CHN
Хуайинь,Китай,33.5819,119.028,1264000.0,CN,CHN
Учжонг,Китай,37.9874,106.1919,1284000.0,CN,CHN
Какуако,Ангола,-8.7833,13.3667,1279488.0,AO,AGO
Барранкилья,Колумбия,окт.39,-74.7964,1274250.0,CO,COL
София,Болгария,42.6979,23.3217,1277411.0,BG,BGR
Соуэто,Южная Африка,-26.2678,27.8586,1271628.0,ZA,ZAF
Джабалпур,Индия,23.1667,79.9333,1267564.0,IN,IND
Рученг,Китай,32.3852,120.5634,1267066.0,CN,CHN
Нижний Новгород,Россия,56.3269,44.0075,1264075.0,RU,RUS
Шаоян,Китай,32.9387,119.8404,1253548.0,CN,CHN
Дханбад,Индия,23.7928,86.435,1246000.0,IN,IND
Комаягела,Гондурас,14.0833,-87.2167,1250000.0,HN,HND
Лайву,Китай,36.1833,117.6667,1248636.0,CN,CHN
Шарджа,Объединенные Арабские Эмираты,25.3575,55.3919,1247749.0,AE,ARE
Звенящий,Китай,30.6667,113.1667,1247400.0,CN,CHN
Казань,Россия,55.7908,49.1144,1243500.0,RU,RUS
Сувон,Южная Корея,37.2858,127.01,1234300.0,KR,KOR
Юнчэн,Китай,33.9317,116.4459,1240382.0,CN,CHN
Калгари,Канада,51.05,-114.0667,1239220.0,CA,CAN
cбє§n -йЖЎ,Вьетнам,10.0333,105.7833,1237300.0,VN,VNM
Абуджа,Нигерия,9.0556,июл.14,1235880.0,NG,NGA
Мандалай,Мьянма,21.9831,96.0844,1225546.0,MM,MMR
Бэйдао,Китай,34.602,105.918,1225000.0,CN,CHN
Сяншуй,Китай,26.5964,104.8314,1221000.0,CN,CHN
Дадуку,Китай,26.5849,101.7149,1214121.0,CN,CHN
Вила-Велья,Бразилия,мар.67,-51.2167,1209091.0,BR,BRA
Челябинск,Россия,55.15,61.4,1202371.0,RU,RUS
Момбаса,Кения,-4.05,39.6667,1200000.0,KE,KEN
Провидение,Соединенные Штаты,41.823,-71.4187,1203230.0,US,USA
Вурнаси,Индия,25.3189,83.0128,1198491.0,IN,IND
Кум,Иран,34.64,50.8764,1201158.0,IR,IRN
Чжанъе,Китай,38.9355,100.4553,1199515.0,CN,CHN
Хиросима,Япония,34.4,132.45,1198021.0,JP,JPN
Майдугури,Нигерия,ноя.33,13.15,1197497.0,NG,NGA
Мапуту,Мозамбик,-25.9153,32.5764,1191613.0,MZ,MOZ
Доха,Катар,25.мар,51.5333,1186023.0,QA,QAT
Росарио,Аргентина,-32.9575,-60.6394,1193605.0,AR,ARG
Пикин,Сенегал,14.75,-17.4,1170791.0,SN,SEN
Синьюй,Китай,27.795,114.9242,1186700.0,CN,CHN
Ахваз,Иран,31.3203,48.6692,1184788.0,IR,IRN
Джексонвилль,Соединенные Штаты,30.3322,-81.6749,1181496.0,US,USA
Медина,Саудовская Аравия,24.4667,39.6,1180770.0,SA,SAU
srД«нагар,Индия,34.0911,74.8061,1180570.0,IN,IND
Омск,Россия,54.9667,73.3833,1178391.0,RU,RUS
Ляоюань,Китай,42.8976,125.1381,1176239.0,CN,CHN
Цилакап,Индонезия,-7.7167,109.017,1174964.0,ID,IDN
Йингтан,Китай,28.2333,117.0,1175000.0,CN,CHN
Бандар Лампунг,Индонезия,-5.4294,105.2625,1166761.0,ID,IDN
Самара,Россия,53.1833,50.1167,1169719.0,RU,RUS
Гуанкоу,Китай,28.2363,113.6984,1168056.0,CN,CHN
Ульсан,Южная Корея,35.55,129.3167,1166033.0,KR,KOR
Динчжоу,Китай,38.5158,114.9845,1165182.0,CN,CHN
Кампинас,Бразилия,-22.9009,-47.0573,1164098.0,BR,BRA
Ляньюань,Китай,27.6961,111.6659,1162928.0,CN,CHN
Дакар,Сенегал,14.7319,-17.4572,1146053.0,SN,SEN
Жунчэн,Китай,29.8239,112.9019,1162770.0,CN,CHN
Кайюань,Китай,36.0656,113.8153,1160000.0,CN,CHN
"Нет, Пи Тау",Мьянма,19.7475,96.115,1160242.0,MM,MMR
Кигали,Руанда,-1.9536,30.0606,1156663.0,RW,RWA
Лейян,Китай,26.4179,112.8457,1151554.0,CN,CHN
Ичунь,Китай,47.7235,128.8893,1148126.0,CN,CHN
Бенин-Сити,Нигерия,июн.76,май.45,1147188.0,NG,NGA
Бирмингем,Великобритания,52.48,-1.9025,1137100.0,GB,GBR
Сяньтао,Китай,30.3833,113.4,1140100.0,CN,CHN
Амритсар,Индия,31.6269,74.877,1132383.0,IN,IND
Кальяо,Перу,-12.0611,-77.1333,1129854.0,PE,PER
Монтеррей,Мексика,25.6667,-100.3,1135512.0,MX,MEX
Аль-гарх,Индия,27.88,78.08,1131160.0,IN,IND
Инчуань,Китай,34.1511,113.4733,1131896.0,CN,CHN
Сьюдад-Незауалькальциотль,Мексика,19.41,-99.03,1109363.0,MX,MEX
Триполи,Ливия,32.8752,13.1875,1126000.0,LY,LBY
Нампо,Северная Корея,38.7689,125.4505,1127000.0,KP,PRK
Ростов,Россия,47.2333,39.7167,1125299.0,RU,RUS
Тегусигальпа,Гондурас,14.0942,-87.2067,1126534.0,HN,HND
Тбилиси,Грузия,41.7225,44.7925,1118035.0,GE,GEO
Гувхути,Индия,26.1722,91.7458,1116267.0,IN,IND
Уфа,Россия,54.7261,55.9475,1115560.0,RU,RUS
FГЁs,Марокко,34.0433,-5.0033,1112072.0,MA,MAR
BiГЄn hГiia,Вьетнам,окт.08,106.8221,1104000.0,VN,VNM
Nв™Djamena,Чад,12.ноя,15.май,1092066.0,TD,TCD
Икаре,Нигерия,июл.04,май.76,1099931.0,NG,NGA
Солт-Лейк-Сити,Соединенные Штаты,40.7777,-111.9306,1098526.0,US,USA
Бхилай,Индия,21.2186,81.4314,1097000.0,IN,IND
Хора,Индия,22.5736,88.3251,1077075.0,IN,IND
Тамале,Гана,сен.75,-0.8533,1095808.0,GH,GHA
Сибэйдзе,Китай,39.737,98.5049,1095947.0,CN,CHN
Копенгаген,Дания,55.6805,дек.15,1085000.0,DK,DNK
НезауальцИйотль,Мексика,19.апр,-98.9889,1077208.0,MX,MEX
Ханьчуань,Китай,30.652,113.8274,1092700.0,CN,CHN
Гонгчжулинг,Китай,43.5036,124.8088,1092692.0,CN,CHN
Красноярск,Россия,56.0089,92.8719,1083865.0,RU,RUS
Одеколон,Германия,50.9422,июн.78,1083498.0,DE,DEU
Ичэн,Китай,31.3697,119.8239,1082929.0,CN,CHN
Чжуфэн,Китай,36.0,119.4167,1081960.0,CN,CHN
Так что гони ало,Бразилия,-22.8269,-43.0539,1077687.0,BR,BRA
Нэшвилл,Соединенные Штаты,36.1715,-86.7843,1081903.0,US,USA
Ереван,Армения,40.1814,44.5144,1075800.0,AM,ARM
Нур-Султан,Казахстан,51.1333,71.4333,1078362.0,KZ,KAZ
Нуакшот,Мавритания,18.0858,-15.9785,1077169.0,MR,MRT
Вереенинг,Южная Африка,-26.6736,27.9319,1074000.0,ZA,ZAF
Ричмонд,Соединенные Штаты,37.5295,-77.4756,1075798.0,US,USA
Со Лус,Бразилия,-2.53,-44.3028,1073893.0,BR,BRA
Ранчи,Индия,23.3556,85.3347,1073440.0,IN,IND
Сан-Педро-Сула,Гондурас,15.май,-88.0333,1073824.0,HN,HND
Тайсин,Китай,32.1724,120.0142,1073921.0,CN,CHN
Гвалиор,Индия,26.215,78.1931,1069276.0,IN,IND
Мемфис,Соединенные Штаты,35.1046,-89.9773,1066967.0,US,USA
Гоян,Южная Корея,37.6564,126.835,1061929.0,KR,KOR
БезвДЃДа,Индия,16.5167,80.6167,1048240.0,IN,IND
Эдмонтон,Канада,53.5344,-113.4903,1062643.0,CA,CAN
Бишкек,Кыргызстан,42.8667,74.5667,1053900.0,KG,KGZ
Мичжоу,Китай,35.99,119.3801,1060000.0,CN,CHN
Тунис,Тунис,36.8008,окт.18,1056247.0,TN,TUN
Сишань,Китай,27.6609,113.4946,1060000.0,CN,CHN
Эчжоу,Китай,30.3972,114.8842,1059700.0,CN,CHN
Баркисимето,Венесуэла,10.0678,-69.3467,1059092.0,VE,VEN
Сендай,Япония,38.2683,140.8694,1058070.0,JP,JPN
Хеганг,Китай,47.3139,130.2775,1058665.0,CN,CHN
Катманду,Непал,27.7167,85.3667,975453.0,NP,NPL
Мексикали,Мексика,32.6633,-115.4678,1049792.0,MX,MEX
Воронеж,Россия,51.6717,39.2106,1047549.0,RU,RUS
Перманент,Россия,58.0139,56.2489,1048005.0,RU,RUS
Чангвон,Южная Корея,35.2281,128.6811,1046054.0,KR,KOR
Чжунвэй,Китай,37.5139,105.1884,1046000.0,CN,CHN
Шоугуан,Китай,36.8833,118.7333,1039205.0,CN,CHN
Богор,Индонезия,-6.5917,106.8,1030720.0,ID,IDN
Роли,Соединенные Штаты,35.8325,-78.6435,1038738.0,US,USA
Картахена,Колумбия,окт.36,-75.5253,1036412.0,CO,COL
ЧандД«гарх,Индия,30.7353,76.7911,1026459.0,IN,IND
Матола,Мозамбик,-25.9667,32.4667,1032197.0,MZ,MOZ
Джодхпур,Индия,26.2944,73.0278,1033918.0,IN,IND
Огбомосо,Нигерия,8.1333,апр.25,1032000.0,NG,NGA
Шымкент,Казахстан,42.3,69.6,1028673.0,KZ,KAZ
Ниамей,Нигер,13.5086,2.1111,1026848.0,NE,NER
Тайчжоу,Китай,28.6583,121.4221,1030200.0,CN,CHN
Манагуа,Никарагуа,дек.15,-86.2667,1028808.0,NI,NIC
Багам,Индонезия,1.0678,104.0167,1029808.0,ID,IDN
Шубр аль Хайма,Египет,30.1286,31.2422,1025569.0,EG,EGY
МацейГі,Бразилия,-9.6658,-35.735,1025360.0,BR,BRA
Монровия,Либерия,июн.06,-10.8047,1021762.0,LR,LBR
Вафандианский,Китай,39.6271,121.9972,1024876.0,CN,CHN
Чжунсян,Китай,31.169,112.5853,1022514.0,CN,CHN
Порт-о-Пренс,Гаити,18.5425,-72.3386,987310.0,HT,HTI
Новый Орлеан,Соединенные Штаты,30.0687,-89.9288,1020886.0,US,USA
Вильяэрмоса,Мексика,17.9892,-92.9281,1013484.0,MX,MEX
"thб""§ Дб""©c",Вьетнам,окт.24,106.7518,1013795.0,VN,VNM
Волгоград,Россия,48.7086,44.5147,1015586.0,RU,RUS
Майсур,Индия,дек.86,76.6531,1014227.0,IN,IND
Исламабад,Пакистан,33.6989,73.0369,1014825.0,PK,PAK
Синьи,Китай,22.3559,110.9369,1013900.0,CN,CHN
Райпур,Индия,21.2379,81.6337,1010087.0,IN,IND
Арекипа,Перу,-16.3988,-71.5369,1008290.0,PE,PER
Порт-Харкорт,Нигерия,апр.75,7.0,1005904.0,NG,NGA
Луисвилл,Соединенные Штаты,38.1663,-85.6485,1005654.0,US,USA
Цзаоян,Китай,32.1287,112.7581,1004741.0,CN,CHN
Шуйчжай,Китай,33.4433,114.8994,1003698.0,CN,CHN
Синьи,Китай,25.091,104.9011,1004132.0,CN,CHN
Кота,Индия,25.18,75.83,1001694.0,IN,IND
#ИМЯ?,Пакистан,30.192,67.007,1001205.0,PK,PAK
